,tconst,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes
385679,tt0401729,JohnCarter,John Carter,2012,"Action,Adventure,Sci-Fi",8.8,6.0
240931,tt0251160,JohnQ,John Q,2002,"Crime,Drama,Thriller",7.7,16.0
438530,tt0455967,JohnTuckerMustDie,John Tucker Must Die,2006,"Comedy,Romance",7.4,139.0
3074860,tt2911666,JohnWick,John Wick,2014,"Action,Crime,Thriller",,
85627,tt0087507,JohnnyDangerously,Johnny Dangerously,1984,"Comedy,Crime",6.5,143.0
262941,tt0274166,JohnnyEnglish,Johnny English,2003,"Action,Adventure,Comedy",8.6,7.0
1411203,tt1077248,JohnnyGaddaar,Johnny Gaddaar,2007,"Crime,Drama,Mystery",,
111023,tt0113481,JohnnyMnemonic,Johnny Mnemonic,1995,"Action,Drama,Sci-Fi",5.6,7.0
250335,tt0260991,JointSecurityArea,Gongdong gyeongbi guyeok JSA,2000,"Action,Drama,Thriller",7.6,70.0
1402614,tt1075747,JonahHex,Jonah Hex,2010,"Action,Drama,Fantasy",,
407597,tt0424205,JoyeuxNoel,Joyeux Noël,2005,"Drama,History,Music",6.8,74.0
83924,tt0085764,Joysticks,Joysticks,1983,Comedy,7.6,10.0
111034,tt0113492,JudgeDredd,Judge Dredd,1995,"Action,Crime,Sci-Fi",5.3,36.0
2028077,tt1512685,JuliasEyes,Los ojos de Julia,2010,"Horror,Mystery,Thriller",,
185230,tt0192194,JulienDonkeyBoy,Julien Donkey-Boy,1999,"Comedy,Drama",6.1,12.0
111038,tt0113497,Jumanji,Jumanji,1995,"Adventure,Comedy,Family",4.5,380.0
89335,tt0091306,JumpinJackFlash,Jumpin' Jack Flash,1986,"Comedy,Romance,Thriller",5.5,14.0
116754,tt0119432,Jungle2Jungle,Jungle 2 Jungle,1997,"Comedy,Family",3.5,41.0
99949,tt0102175,JungleFever,Jungle Fever,1991,"Drama,Romance",6.0,10.0
2129187,tt1617661,JupiterAscending,Jupiter Ascending,2015,"Action,Adventure,Sci-Fi",,
104974,tt0107290,JurassicPark,Jurassic Park,1993,"Action,Adventure,Sci-Fi",6.3,7.0
157943,tt0163025,JurassicParkIII,Jurassic Park III,2001,"Action,Adventure,Sci-Fi",6.8,42.0
354781,tt0369610,JurassicWorld,Jurassic World,2015,"Action,Adventure,Sci-Fi",6.3,10.0
878658,tt0906326,JustBuried,Just Buried,2007,"Comedy,Drama",6.3,6.0
20699,tt0021016,JustImagine,Just Imagine,1930,"Comedy,Fantasy,Musical",7.5,315.0
944163,tt0974015,JusticeLeague,Justice League,2017,"Action,Adventure,Fantasy",8.2,485.0
256662,tt0267626,K19TheWidowmaker,K-19: The Widowmaker,2002,"Drama,History,Thriller",7.2,155.0
261005,tt0272152,KPAX,K-PAX,2001,"Drama,Sci-Fi",8.0,18.0
79285,tt0080979,Kagemusha,Kagemusha,1980,"Drama,History,War",3.8,1345.0
104986,tt0107302,Kalifornia,Kalifornia,1993,"Crime,Drama,Thriller",5.3,7.0
2629887,tt2139913,KamenRider555ParadiseLost,Gekijouban Kamen raidâ 555: Paradaisu rosuto,2003,Action,,
2464675,tt1967539,KamenRiderAgitoProjectG4,Gekijouban Kamen raidâ Agito: Project G4,2001,"Action,Adventure,Drama",,
2515382,tt2020056,KamenRiderBladeMissingAce,Gekijouban Kamen raidâ Bureido: Missing Ace,2004,Sci-Fi,,
152033,tt0156670,KamenRiderJ,Kamen raidaa Jei,1994,"Action,Adventure,Drama",8.3,10.0
2311205,tt1808153,KamenRiderKabutoGodSpeedLove,Gekijôban Kamen Raidâ Kabuto Goddo Supîdo Rabu,2006,"Action,Sci-Fi",,
464188,tt0482364,KamenRiderRyukiEpisodeFinal,Gekijôban Kamen Raidâ Ryûki Episôdo Fainaru,2002,Sci-Fi,7.0,2007.0
453396,tt0471223,KamenRiderTheFirst,Kamen Raidâ: The First,2005,"Action,Drama,Horror",9.6,5.0
97739,tt0099917,KamenRiderZO,Kamen raidâ Zetto Ô,1993,"Action,Adventure,Drama",7.1,33.0
1798720,tt1274295,Kaminey,Kaminey,2009,"Action,Crime,Drama",,
247060,tt0257568,KangarooJack,Kangaroo Jack,2003,"Action,Adventure,Comedy",6.6,8.0
114190,tt0116756,Kazaam,Kazaam,1996,"Comedy,Family,Fantasy",5.0,6.0
427550,tt0444653,KeepingMum,Keeping Mum,2005,"Comedy,Crime",8.8,15.0
64645,tt0065938,KellysHeroes,Kelly's Heroes,1970,"Adventure,Comedy,War",5.4,72.0
200931,tt0209077,KenPark,Ken Park,2002,Drama,8.2,17.0
39820,tt0040506,KeyLargo,Key Largo,1948,"Action,Crime,Drama",7.4,17165.0
457311,tt0475241,Khadak,Khadak,2006,"Drama,Romance",3.6,5.0
1776263,tt1250777,KickAss,Kick-Ass,2010,"Action,Adventure,Comedy",,
95539,tt0097659,Kickboxer,Kickboxer,1989,"Action,Sport,Thriller",4.0,27.0
116777,tt0119456,KickboxingAcademy,Kickboxing Academy,1997,"Action,Comedy,Sport",3.8,16.0
124337,tt0127626,Kiler,Kiler,1997,"Action,Comedy,Crime",7.0,20.0
2292890,tt1788391,KillList,Kill List,2011,"Crime,Drama,Horror",,
1861458,tt1340108,KillerBeanForever,Killer Bean Forever,2009,"Action,Animation,Comedy",,
1966367,tt1448755,KillerElite,Killer Elite,2011,"Action,Thriller",,
3100444,tt2973516,KillerToon,Deo web-toon: Ye-go sal-in,2013,"Horror,Thriller",,
2049647,tt1535101,KillingBono,Killing Bono,2011,"Comedy,Music",,
2270109,tt1764234,KillingThemSoftly,Killing Them Softly,2012,"Crime,Drama,Thriller",,
107883,tt0110265,KillingZoe,Killing Zoe,1993,"Crime,Thriller",6.9,62.0
426486,tt0443559,Killshot,Killshot,2008,"Action,Crime,Drama",6.8,226.0
97760,tt0099938,KindergartenCop,Kindergarten Cop,1990,"Comedy,Crime",7.0,50.0
335411,tt0349683,KingArthur,King Arthur,2004,"Action,Adventure,Drama",6.6,16.0
60690,tt0061868,KingKongEscapes,Kingu Kongu no gyakushû,1967,"Adventure,Sci-Fi",6.4,76.0
89373,tt0091344,KingKongLives,King Kong Lives,1986,"Action,Adventure",6.6,9.0
99987,tt0102216,KingRalph,King Ralph,1991,"Comedy,Romance",6.5,14.0
95550,tt0097670,KinjiteForbiddenSubjects,Kinjite: Forbidden Subjects,1989,"Action,Crime,Drama",5.7,15.0
417258,tt0434124,KinkyBoots,Kinky Boots,2005,"Comedy,Drama,Music",6.4,5.0
347714,tt0362269,Kinsey,Kinsey,2004,"Biography,Drama,Romance",6.6,5.0
47408,tt0048261,KissMeDeadly,Kiss Me Deadly,1955,"Crime,Film-Noir,Mystery",5.2,155.0
253950,tt0264761,KissingJessicaStein,Kissing Jessica Stein,2001,"Comedy,Drama,Romance",7.8,21.0
65990,tt0067309,Klute,Klute,1971,"Crime,Mystery,Thriller",7.8,9399.0
460263,tt0478311,KnockedUp,Knocked Up,2007,"Comedy,Romance",3.5,30.0
430790,tt0448011,Knowing,Knowing,2009,"Action,Drama,Mystery",6.2,12.0
463232,tt0481390,Kokoda,Kokoda,2006,"Action,Drama,War",7.6,18.0
166935,tt0172669,Komodo,Komodo,1999,"Adventure,Horror,Sci-Fi",8.0,7.0
359001,tt0373981,Kontroll,Kontroll,2003,"Comedy,Crime,Drama",7.8,64.0
83968,tt0085809,Koyaanisqatsi,Koyaanisqatsi,1982,"Documentary,Music",6.5,261.0
83970,tt0085811,Krull,Krull,1983,"Action,Adventure,Sci-Fi",6.1,592.0
102384,tt0104647,Kuffs,Kuffs,1992,"Action,Comedy,Crime",7.9,12.0
106279,tt0108624,KungFuCultMaster,Yi tin to lung gei: Moh gaau gaau jue,1993,"Action,Fantasy,History",6.1,16.0
358123,tt0373074,KungFuHustle,Kung fu,2004,"Action,Comedy,Fantasy",8.8,17.0
57192,tt0058279,Kwaidan,Kaidan,1964,"Drama,Fantasy,Horror",7.1,1417.0
116807,tt0119488,LAConfidential,L.A. Confidential,1997,"Crime,Drama,Mystery",5.1,17.0
100021,tt0102250,LAStory,L.A. Story,1991,"Comedy,Drama,Fantasy",6.5,717.0
24426,tt0024844,LAtalante,L'Atalante,1934,"Comedy,Drama,Romance",7.6,458.0
99212,tt0101428,LaBelleNoiseuse,La belle noiseuse,1991,Drama,6.6,8.0
52786,tt0053779,LaDolceVita,La dolce vita,1960,"Comedy,Drama",6.8,5.0
59335,tt0060474,LaGrandeVadrouille,La grande vadrouille,1966,"Adventure,Comedy,War",5.8,178.0
110798,tt0113247,LaHaine,La haine,1995,"Crime,Drama",6.2,22.0
46691,tt0047528,LaStrada,La strada,1954,Drama,7.4,14621.0
70290,tt0071733,LacombeLucien,Lacombe Lucien,1974,"Drama,Romance,War",6.9,274.0
335438,tt0349710,Ladder49,Ladder 49,2004,"Drama,Thriller",5.5,22.0
87527,tt0089457,Ladyhawke,Ladyhawke,1985,"Adventure,Comedy,Drama",6.9,487.0
135491,tt0139414,LakePlacid,Lake Placid,1999,"Action,Comedy,Horror",7.6,70.0
918815,tt0947802,LakeviewTerrace,Lakeview Terrace,2008,"Crime,Drama,Thriller",2.7,10.0
142069,tt0146316,LaraCroftTombRaider,Lara Croft: Tomb Raider,2001,"Action,Adventure,Fantasy",3.1,69.0
2096168,tt1583420,LarryCrowne,Larry Crowne,2011,"Comedy,Drama,Romance",,
97799,tt0099978,LaserMission,Laser Mission,1989,"Action,Adventure,Thriller",6.1,20.0
76230,tt0077834,Laserblast,Laserblast,1978,"Horror,Sci-Fi",5.8,9.0
105044,tt0107362,LastActionHero,Last Action Hero,1993,"Action,Adventure,Comedy",8.0,74174.0
2027609,tt1512201,LastTrainHome,Gui tu lie che,2009,"Documentary,Drama",,
331395,tt0345551,LatterDays,Latter Days,2003,"Comedy,Drama,Romance",8.1,83.0
1725523,tt1197624,LawAbidingCitizen,Law Abiding Citizen,2009,"Action,Crime,Drama",,
1739721,tt1212450,Lawless,Lawless,2012,"Crime,Drama",,
116824,tt0119506,LawnDogs,Lawn Dogs,1997,Drama,7.5,58.0
360869,tt0375912,LayerCake,Layer Cake,2004,"Action,Crime,Drama",6.2,5.0
66015,tt0067334,LeMans,Le Mans,1971,"Action,Adventure,Drama",6.8,486.0
21802,tt0022150,LeMillion,Le million,1931,"Comedy,Musical",7.1,2720.0
3268449,tt3367736,LeadMeAstray,Lead Me Astray,2015,"Horror,Mystery,Thriller",,
364716,tt0379865,Leatherheads,Leatherheads,2008,"Comedy,Drama,Romance",7.0,5.0
111164,tt0113627,LeavingLasVegas,Leaving Las Vegas,1995,"Drama,Romance",6.7,69.0
911982,tt0940723,LeftBank,Linkeroever,2008,"Drama,Horror,Mystery",7.4,1035.0
240302,tt0250494,LegallyBlonde,Legally Blonde,2001,"Comedy,Romance",7.2,859.0
1762549,tt1236370,LegendaryAssassin,Lang ya,2008,"Action,Romance,Thriller",,
57188,tt0058275,LemonadeJoe,Limonádový Joe aneb Konská opera,1964,"Adventure,Comedy,Musical",5.9,27.0
91387,tt0093405,LeonardPart6,Leonard Part 6,1987,"Action,Comedy,Sci-Fi",1.8,12.0
105066,tt0107387,Leprechaun,Leprechaun,1993,"Comedy,Fantasy,Horror",6.4,235.0
61524,tt0062728,LesBiches,Les biches,1968,Drama,8.5,15.0
91389,tt0093407,LessThanZero,Less Than Zero,1987,"Crime,Drama",6.6,28.0
91391,tt0093409,LethalWeapon,Lethal Weapon,1987,"Action,Crime,Thriller",3.1,9.0
116845,tt0119528,LiarLiar,Liar Liar,1997,"Comedy,Fantasy",6.5,29.0
27405,tt0027884,LibeledLady,Libeled Lady,1936,"Comedy,Romance",6.3,302.0
2373502,tt1872818,LiberalArts,Liberal Arts,2012,"Comedy,Drama,Romance",,
87558,tt0089489,Lifeforce,Lifeforce,1985,"Action,Horror,Mystery",4.2,136.0
122203,tt0125366,Lifepod,Lifepod,1981,"Sci-Fi,Thriller",7.0,15.0
426208,tt0443272,Lincoln,Lincoln,2012,"Biography,Drama,History",3.8,5.0
451023,tt0468795,LindaLindaLinda,Linda Linda Linda,2005,"Comedy,Drama,Music",5.5,97051.0
71814,tt0073298,Lisztomania,Lisztomania,1975,"Biography,Comedy,Music",9.2,5.0
64695,tt0065988,LittleBigMan,Little Big Man,1970,"Adventure,Comedy,Drama",4.6,136.0
20762,tt0021079,LittleCaesar,Little Caesar,1931,"Action,Crime,Drama",5.9,27.0
388099,tt0404203,LittleChildren,Little Children,2006,"Drama,Romance",6.6,10.0
79365,tt0081060,LittleDarlings,Little Darlings,1980,"Comedy,Drama",7.6,1724.0
107981,tt0110364,LittleGiants,Little Giants,1994,"Comedy,Family,Sport",4.1,172.0
431815,tt0449059,LittleMissSunshine,Little Miss Sunshine,2006,"Comedy,Drama",7.2,10.0
178961,tt0185431,LittleNicky,Little Nicky,2000,"Comedy,Fantasy",6.9,88.0
107982,tt0110365,LittleOdessa,Little Odessa,1994,"Crime,Drama",7.6,5.0
93807,tt0095881,LittleSweetheart,Little Sweetheart,1989,Thriller,5.7,15.0
2260801,tt1754141,LivingWill,Living Will...,2010,Comedy,,
1240095,tt1047490,Lo,Lo,2009,"Comedy,Horror,Musical",,
105333,tt0107659,LoadedWeapon1,Loaded Weapon 1,1993,"Action,Comedy,Crime",6.6,96.0
84017,tt0085859,LocalHero,Local Hero,1983,"Comedy,Drama",7.9,105.0
73282,tt0074812,LogansRun,Logan's Run,1976,"Action,Sci-Fi",4.4,18.0
1491628,tt1091191,LoneSurvivor,Lone Survivor,2013,"Action,Biography,Drama",,
84020,tt0085862,LoneWolfMcQuade,Lone Wolf McQuade,1983,"Action,Crime,Drama",4.2,8.0
367576,tt0382806,LookBothWays,Look Both Ways,2005,"Drama,Mystery,Romance",7.8,73.0
95655,tt0097778,LookWhosTalking,Look Who's Talking,1989,Comedy,4.7,251.0
80924,tt0082677,Looker,Looker,1981,"Drama,Sci-Fi,Thriller",5.8,12.0
1800459,tt1276104,Looper,Looper,2012,"Action,Crime,Drama",,
114347,tt0116922,LostHighway,Lost Highway,1997,"Mystery,Thriller",7.1,11.0
301369,tt0314331,LoveActually,Love Actually,2003,"Comedy,Drama,Romance",8.2,22.0
40894,tt0041604,LoveHappy,Love Happy,1949,"Comedy,Crime,Music",6.4,37.0
1944647,tt1426329,Lovelace,Lovelace,2013,"Biography,Drama",,
59496,tt0060640,LtRobinCrusoeUSN,"Lt. Robin Crusoe, U.S.N.",1966,"Adventure,Comedy,Family",7.6,37.0
408580,tt0425210,LuckyNumberSlevin,Lucky Number Slevin,2006,"Crime,Drama,Mystery",6.2,5.0
783959,tt0808357,LustCaution,"Se, jie",2007,"Drama,History,Romance",6.9,7.0
786498,tt0810954,LuxuryCar,Jiang cheng xia ri,2006,Drama,8.4,920.0
1768612,tt1242755,MW,MW,2009,"Drama,Thriller",,
1986995,tt1470023,MacGruber,MacGruber,2010,"Action,Comedy,Romance",,
2099406,tt1586752,MachineGunPreacher,Machine Gun Preacher,2011,"Action,Biography,Crime",,
63354,tt0064615,MackennasGold,Mackenna's Gold,1969,"Action,Adventure,Romance",6.5,10.0
77852,tt0079501,MadMax,Mad Max,1979,"Action,Adventure,Sci-Fi",7.1,78.0
87597,tt0089530,MadMaxBeyondThunderdome,Mad Max Beyond Thunderdome,1985,"Action,Adventure,Sci-Fi",5.2,1175.0
438186,tt0455612,MadeasFamilyReunion,Madea's Family Reunion,2006,"Comedy,Drama,Romance",7.0,23.0
3842934,tt4663710,MagicIsland,Magic Island,2015,"Adventure,Documentary,Family",,
2414624,tt1915581,MagicMike,Magic Mike,2012,"Comedy,Drama",,
158611,tt0163728,MagicalMysteryTour,Magical Mystery Tour,1998,Thriller,5.0,652.0
170009,tt0175880,Magnolia,Magnolia,1999,Drama,6.0,11.0
58313,tt0059418,MajorDundee,Major Dundee,1965,"Adventure,War,Western",7.5,12.0
95692,tt0097815,MajorLeague,Major League,1989,"Comedy,Sport",5.2,57.0
108060,tt0110443,MajorPayne,Major Payne,1995,"Adventure,Comedy,Family",7.2,19.0
2099947,tt1587310,Maleficent,Maleficent,2014,"Action,Adventure,Family",,
205441,tt0213847,Malena,Malèna,2000,"Comedy,Drama,Romance",5.0,6.0
314692,tt0328099,MalibusMostWanted,Malibu's Most Wanted,2003,"Comedy,Crime",8.8,13.0
111281,tt0113749,Mallrats,Mallrats,1995,"Comedy,Romance",5.2,9.0
1186153,tt1038043,Mammoth,Mammoth,2009,"Drama,Romance",,
101657,tt0103905,ManBitesDog,C'est arrivé près de chez vous,1992,"Comedy,Crime,Drama",4.3,7.0
278776,tt0290747,ManThing,Man-Thing,2005,"Action,Adventure,Horror",8.8,13.0
25034,tt0025464,ManhattanMelodrama,Manhattan Melodrama,1934,"Crime,Drama,Romance",7.4,20.0
89501,tt0091474,Manhunter,Manhunter,1986,"Crime,Horror,Mystery",9.0,9.0
73329,tt0074860,MarathonMan,Marathon Man,1976,"Crime,Thriller",4.4,878.0
2126759,tt1615147,MarginCall,Margin Call,2011,"Drama,Thriller",,
57241,tt0058329,Marnie,Marnie,1964,"Crime,Drama,Mystery",7.6,51.0
3297073,tt3432886,MarriageBlue,Gyeol-hon-jeon-ya,2013,"Comedy,Romance",,
114419,tt0116996,MarsAttacks,Mars Attacks!,1996,"Comedy,Sci-Fi",4.9,169.0
1828601,tt1305591,MarsNeedsMoms,Mars Needs Moms,2011,"Action,Adventure,Animation",,
1959131,tt1441326,MarthaMarcyMayMarlene,Martha Marcy May Marlene,2011,"Drama,Mystery,Thriller",,
47501,tt0048356,Marty,Marty,1955,"Drama,Romance",5.8,158.0
1910600,tt1391092,Marwencol,Marwencol,2010,"Biography,Documentary,Fantasy",,
57243,tt0058331,MaryPoppins,Mary Poppins,1964,"Comedy,Family,Fantasy",7.0,21.0
114425,tt0117002,MaryReilly,Mary Reilly,1996,"Drama,Horror,Romance",5.3,12.0
107463,tt0109836,MaryShelleysFrankenstein,Frankenstein,1994,"Drama,Horror,Romance",7.1,847.0
56227,tt0057295,Matango,Matango,1963,"Drama,Horror,Mystery",6.0,244.0
312482,tt0325805,MatchstickMen,Matchstick Men,2003,"Comedy,Crime,Drama",5.9,37.0
91488,tt0093509,Matewan,Matewan,1987,"Drama,History",6.5,22.0
262591,tt0273799,MaxKeeblesBigMove,Max Keeble's Big Move,2001,"Comedy,Crime,Family",7.2,14.0
89525,tt0091499,MaximumOverdrive,Maximum Overdrive,1986,"Action,Comedy,Horror",5.7,7.0
114434,tt0117011,MaximumRisk,Maximum Risk,1996,"Action,Crime,Mystery",6.9,18.0
56230,tt0057298,McLintock,McLintock!,1963,"Comedy,Romance,Western",5.5,46.0
362018,tt0377091,MeanCreek,Mean Creek,2004,"Crime,Drama",7.1,104.0
362019,tt0377092,MeanGirls,Mean Girls,2004,Comedy,7.0,22.0
116952,tt0119642,MeanGuns,Mean Guns,1997,"Action,Crime,Thriller",6.7,14.0
68974,tt0070379,MeanStreets,Mean Streets,1973,"Crime,Drama,Thriller",7.9,7.0
77886,tt0079540,Meatballs,Meatballs,1979,Comedy,7.0,54.0
102574,tt0104839,MedicineMan,Medicine Man,1992,"Adventure,Drama,Romance",6.0,8.0
63391,tt0064652,MediumCool,Medium Cool,1969,Drama,4.8,16.0
742386,tt0765476,MeetDave,Meet Dave,2008,"Adventure,Comedy,Family",7.2,12.0
116953,tt0119643,MeetJoeBlack,Meet Joe Black,1998,"Drama,Fantasy,Romance",6.7,64.0
33303,tt0033891,MeetJohnDoe,Meet John Doe,1941,"Comedy,Drama,Romance",7.0,874.0
1470071,tt1087461,MeganIsMissing,Megan Is Missing,2011,"Drama,Horror,Thriller",,
97950,tt0100133,MemphisBelle,Memphis Belle,1990,"Action,Drama,War",8.0,6.0
105232,tt0107554,MenaceIISociety,Menace II Society,1993,"Crime,Drama,Thriller",5.0,272.0
834400,tt0860462,MercuryMan,Mercury Man,2006,Action,8.2,4421.0
117977,tt0120749,MercuryRising,Mercury Rising,1998,"Action,Crime,Drama",6.2,30.0
233561,tt0243415,MercyStreets,Mercy Streets,2000,"Action,Crime,Drama",5.6,8.0
84090,tt0085933,MerryChristmasMrLawrence,Merry Christmas Mr. Lawrence,1983,"Drama,War",7.4,3917.0
90549,tt0092549,MiamiConnection,Miami Connection,1987,"Action,Crime,Thriller",7.1,31.0
413613,tt0430357,MiamiVice,Miami Vice,2006,"Action,Crime,Thriller",7.0,594.0
953911,tt0984130,MiaoMiao,Miao Miao,2008,"Comedy,Drama,Romance",7.9,14.0
447862,tt0465538,MichaelClayton,Michael Clayton,2007,"Crime,Drama,Mystery",7.5,12.0
114461,tt0117039,MichaelCollins,Michael Collins,1996,"Biography,Drama,Thriller",6.7,49.0
63404,tt0064665,MidnightCowboy,Midnight Cowboy,1969,"Drama,Western",7.6,326.0
76323,tt0077928,MidnightExpress,Midnight Express,1978,"Biography,Crime,Drama",7.3,19.0
951092,tt0981224,MidnightMovie,Midnight Movie,2008,"Fantasy,Horror,Thriller",6.4,5.0
93563,tt0095631,MidnightRun,Midnight Run,1988,"Action,Comedy,Crime",5.0,8.0
111349,tt0113819,MightyAphrodite,Mighty Aphrodite,1995,"Comedy,Fantasy,Romance",8.2,6.0
111350,tt0113820,MightyMorphinPowerRangersTheMovie,Mighty Morphin Power Rangers: The Movie,1995,"Action,Adventure,Family",8.1,16.0
271164,tt0282744,MikeBassettEnglandManager,Mike Bassett: England Manager,2001,"Comedy,Sport",7.3,6.0
102604,tt0104870,Mikey,Mikey,1992,"Horror,Thriller",5.4,18.0
97967,tt0100150,MillersCrossing,Miller's Crossing,1990,"Crime,Drama,Thriller",7.3,1749.0
116983,tt0119675,Mimic,Mimic,1997,"Horror,Sci-Fi",5.9,21.0
74816,tt0076391,Mimino,Mimino,1977,"Comedy,Drama",3.1,21.0
285056,tt0297284,Mindhunters,Mindhunters,2004,"Crime,Horror,Mystery",6.5,8.0
97969,tt0100152,Mindwarp,Mindwarp,1992,"Horror,Sci-Fi,Thriller",4.5,13.0
175471,tt0181689,MinorityReport,Minority Report,2002,"Action,Crime,Mystery",8.1,12.0
95765,tt0097889,MiracleMile,Miracle Mile,1988,"Action,Drama,Romance",5.9,387.0
352061,tt0366780,Mirrormask,Mirrormask,2005,"Adventure,Fantasy",8.2,115.0
87670,tt0089603,MishimaALifeinFourChapters,Mishima: A Life in Four Chapters,1985,"Biography,Drama",6.0,3717.0
203998,tt0212346,MissCongeniality,Miss Congeniality,2000,"Action,Comedy,Crime",7.4,7.0
114482,tt0117060,MissionImpossible,Mission: Impossible,1996,"Action,Adventure,Thriller",7.0,261.0
1755767,tt1229238,MissionImpossibleGhostProtocol,Mission: Impossible - Ghost Protocol,2011,"Action,Adventure,Thriller",,
117983,tt0120755,MissionImpossibleII,Mission: Impossible II,2000,"Action,Adventure,Thriller",6.7,23.0
304825,tt0317919,MissionImpossibleIII,Mission: Impossible III,2006,"Action,Adventure,Thriller",8.7,64.0
93579,tt0095647,MississippiBurning,Mississippi Burning,1988,"Crime,Drama,History",6.3,7.0
458021,tt0475984,MisterLonely,Mister Lonely,2007,"Comedy,Drama",9.0,49.0
71908,tt0073396,Mitchell,Mitchell,1975,"Action,Crime,Drama",6.0,654.0
108154,tt0110538,MixedNuts,Mixed Nuts,1994,"Comedy,Drama",6.2,6.0
100224,tt0102460,Mobsters,Mobsters,1991,"Crime,Drama",4.3,28.0
27497,tt0027977,ModernTimes,Modern Times,1936,"Comedy,Drama,Family",6.9,745.0
59564,tt0060708,ModestyBlaise,Modesty Blaise,1966,"Action,Adventure,Comedy",6.2,301.0
45286,tt0046085,Mogambo,Mogambo,1953,"Adventure,Drama,Romance",6.4,306.0
291821,tt0304415,MonaLisaSmile,Mona Lisa Smile,2003,Drama,7.3,31.0
111374,tt0113845,MoneyTrain,Money Train,1995,"Action,Comedy,Crime",7.2,29.0
1737530,tt1210166,Moneyball,Moneyball,2011,"Biography,Drama,Sport",,
108172,tt0110557,MonkeyTrouble,Monkey Trouble,1994,"Adventure,Comedy,Crime",7.1,8.0
160931,tt0166276,Monkeybone,Monkeybone,2001,"Animation,Comedy,Fantasy",7.4,25.0
38961,tt0039631,MonsieurVerdoux,Monsieur Verdoux,1947,"Comedy,Crime,Drama",7.1,65.0
254490,tt0265343,MonsoonWedding,Monsoon Wedding,2001,"Comedy,Drama,Romance",7.1,145.0
1710804,tt1182345,Moon,Moon,2009,"Drama,Mystery,Sci-Fi",,
77920,tt0079574,Moonraker,Moonraker,1979,"Action,Adventure,Sci-Fi",4.6,134.0
2255194,tt1748122,MoonriseKingdom,Moonrise Kingdom,2012,"Comedy,Drama,Romance",,
91542,tt0093565,Moonstruck,Moonstruck,1987,"Comedy,Drama,Romance",7.6,17.0
95786,tt0097911,Moontrap,Moontrap,1989,"Horror,Sci-Fi",7.4,293.0
93587,tt0095655,Moonwalker,Moonwalker,1988,"Action,Crime,Fantasy",6.2,43.0
111384,tt0113855,MortalKombat,Mortal Kombat,1995,"Action,Adventure,Fantasy",4.7,17.0
117013,tt0119707,MortalKombatAnnihilation,Mortal Kombat: Annihilation,1997,"Action,Adventure,Fantasy",4.6,19.0
79481,tt0081184,MotelHell,Motel Hell,1980,"Comedy,Horror,Thriller",7.8,13.0
54176,tt0055198,Mothra,Mosura,1961,"Fantasy,Sci-Fi,Thriller",6.3,44.0
1854766,tt1333125,Movie43,Movie 43,2013,Comedy,,
87695,tt0089629,MovingViolations,Moving Violations,1985,Comedy,7.7,139.0
436076,tt0453451,MrBeansHoliday,Mr. Bean's Holiday,2007,"Comedy,Family",7.9,93.0
756975,tt0780571,MrBrooks,Mr. Brooks,2007,"Crime,Drama,Thriller",8.0,6.0
269093,tt0280590,MrDeeds,Mr. Deeds,2002,"Comedy,Romance",8.9,20.0
98018,tt0100201,MrDestiny,Mr. Destiny,1990,"Comedy,Fantasy,Romance",7.0,621.0
111391,tt0113862,MrHollandsOpus,Mr. Holland's Opus,1995,"Drama,Music",8.9,9.0
117022,tt0119718,MrMagoo,Mr. Magoo,1997,"Adventure,Comedy,Family",7.0,10.0
439939,tt0457419,MrMagoriumsWonderEmporium,Mr. Magorium's Wonder Emporium,2007,"Comedy,Family,Fantasy",6.7,21.0
84127,tt0085970,MrMom,Mr. Mom,1983,"Comedy,Drama",5.1,264.0
1915578,tt1396218,MrPoppersPenguins,Mr. Popper's Penguins,2011,"Comedy,Family,Fantasy",,
54178,tt0055200,MrSardonicus,Mr. Sardonicus,1961,"Drama,Horror,Mystery",5.8,151.0
36459,tt0037094,MrSkeffington,Mr. Skeffington,1944,"Drama,Romance",5.2,130.0
105290,tt0107614,MrsDoubtfire,Mrs. Doubtfire,1993,"Comedy,Drama,Family",8.5,1545.0
34490,tt0035093,MrsMiniver,Mrs. Miniver,1942,"Drama,Romance,War",7.3,300.0
114529,tt0117107,MulhollandFalls,Mulholland Falls,1996,"Crime,Drama,Mystery",6.6,27.0
114530,tt0117108,Multiplicity,Multiplicity,1996,"Comedy,Romance,Sci-Fi",6.8,103.0
102672,tt0104938,Munchie,Munchie,1992,"Comedy,Family,Fantasy",5.7,9.0
392082,tt0408306,Munich,Munich,2005,"Biography,Crime,Drama",4.5,477.0
114532,tt0117110,MuppetTreasureIsland,Muppet Treasure Island,1996,"Action,Adventure,Comedy",6.2,6.0
2755358,tt2281587,MuppetsMostWanted,Muppets Most Wanted,2014,"Adventure,Comedy,Crime",,
